days,CategoryName,total_sales
2019-02-17,Produce,12842.0
2019-02-17,Seafood,36028.0
2019-02-18,Beverages,62001.0
2019-02-18,Condiments,27657.0
2019-02-18,Confections,37055.2
2019-02-18,Dairy Products,39298.0
2019-02-18,Grains/Cereals,18895.0
2019-02-18,Meat/Poultry,36130.0
2019-02-18,Produce,19894.0
2019-02-18,Seafood,30268.0
2019-02-19,Beverages,95206.0
2019-02-19,Condiments,46837.0
2019-02-19,Confections,62315.0
2019-02-19,Dairy Products,50508.0
2019-02-19,Grains/Cereals,21197.0
2019-02-19,Meat/Poultry,75448.0
2019-02-19,Produce,27647.0
2019-02-19,Seafood,38635.0
2019-02-20,Beverages,62974.0
2019-02-20,Condiments,33566.0
2019-02-20,Confections,44526.0
2019-02-20,Dairy Products,23115.0
2019-02-20,Grains/Cereals,13692.0
2019-02-20,Meat/Poultry,40782.0
2019-02-20,Produce,19961.0
2019-02-20,Seafood,23606.0
2019-02-21,Beverages,61823.0
2019-02-21,Condiments,37517.0
2019-02-21,Confections,41814.5
2019-02-21,Dairy Products,39098.5
2019-02-21,Grains/Cereals,21447.0
2019-02-21,Meat/Poultry,39705.0
2019-02-21,Produce,24833.0
2019-02-21,Seafood,38864.0
2019-02-22,Beverages,59631.0
2019-02-22,Condiments,33416.0
2019-02-22,Confections,28232.0
2019-02-22,Dairy Products,30475.0
2019-02-22,Grains/Cereals,17213.0
2019-02-22,Meat/Poultry,52196.0
2019-02-22,Produce,14744.0
2019-02-22,Seafood,31864.0
2019-02-23,Beverages,55987.0
2019-02-23,Condiments,45991.0
2019-02-23,Confections,41232.0
2019-02-23,Dairy Products,35479.0
2019-02-23,Grains/Cereals,22810.0
2019-02-23,Meat/Poultry,49944.0
2019-02-23,Produce,28538.0
2019-02-23,Seafood,39740.0
2019-02-24,Beverages,84958.0
2019-02-24,Condiments,60492.0
2019-02-24,Confections,68964.0
2019-02-24,Dairy Products,53935.0
2019-02-24,Grains/Cereals,30988.0
2019-02-24,Meat/Poultry,68098.0
2019-02-24,Produce,33605.0
2019-02-24,Seafood,52546.0
2019-02-25,Beverages,59453.0
2019-02-25,Condiments,41798.0
2019-02-25,Confections,48715.0
2019-02-25,Dairy Products,37757.0
2019-02-25,Grains/Cereals,22836.0
2019-02-25,Meat/Poultry,48206.0
2019-02-25,Produce,19653.0
2019-02-25,Seafood,33166.25
2019-02-26,Beverages,89922.0
2019-02-26,Condiments,44609.0
2019-02-26,Confections,56793.0
2019-02-26,Dairy Products,54531.0
2019-02-26,Grains/Cereals,21321.0
2019-02-26,Meat/Poultry,42299.0
2019-02-26,Produce,25094.0
2019-02-26,Seafood,41203.0
2019-02-27,Beverages,48109.0
2019-02-27,Condiments,34868.0
2019-02-27,Confections,30300.0
2019-02-27,Dairy Products,29486.0
2019-02-27,Grains/Cereals,12447.0
2019-02-27,Meat/Poultry,33173.0
2019-02-27,Produce,17244.0
2019-02-27,Seafood,27679.0
2019-02-28,Beverages,252665.75
2019-02-28,Condiments,200831.0
2019-02-28,Confections,220703.0
2019-02-28,Dairy Products,185534.0
2019-02-28,Grains/Cereals,92658.0
2019-02-28,Meat/Poultry,196506.0
2019-02-28,Produce,105821.0
2019-02-28,Seafood,165426.2
2019-03-01,Beverages,99017.0
2019-03-01,Condiments,63129.0
2019-03-01,Confections,61236.0
2019-03-01,Dairy Products,48020.0
2019-03-01,Grains/Cereals,24700.0
2019-03-01,Meat/Poultry,58579.0
2019-03-01,Produce,28172.0
2019-03-01,Seafood,49974.0
2019-03-02,Beverages,53134.0
2019-03-02,Condiments,32652.0
2019-03-02,Confections,41554.0
2019-03-02,Dairy Products,38891.0
2019-03-02,Grains/Cereals,14773.0
2019-03-02,Meat/Poultry,32423.0
2019-03-02,Produce,17481.0
2019-03-02,Seafood,24999.0
2019-03-03,Beverages,38170.0
2019-03-03,Condiments,32032.0
2019-03-03,Confections,47661.0
2019-03-03,Dairy Products,36118.0
2019-03-03,Grains/Cereals,12383.0
2019-03-03,Meat/Poultry,69204.0
2019-03-03,Produce,15931.0
2019-03-03,Seafood,26103.0
2019-03-04,Beverages,110759.0
2019-03-04,Condiments,43416.0
2019-03-04,Confections,53473.0
2019-03-04,Dairy Products,53908.0
2019-03-04,Grains/Cereals,25911.0
2019-03-04,Meat/Poultry,52667.0
2019-03-04,Produce,25275.0
2019-03-04,Seafood,37993.0
2019-03-05,Beverages,58922.0
2019-03-05,Condiments,41669.0
2019-03-05,Confections,45777.0
2019-03-05,Dairy Products,41312.0
2019-03-05,Grains/Cereals,21624.0
2019-03-05,Meat/Poultry,37730.0
2019-03-05,Produce,21049.0
2019-03-05,Seafood,39464.0
2019-03-06,Beverages,86000.0
2019-03-06,Condiments,42503.0
2019-03-06,Confections,54125.2
2019-03-06,Dairy Products,52518.0
2019-03-06,Grains/Cereals,22996.0
2019-03-06,Meat/Poultry,46358.0
2019-03-06,Produce,20900.0
2019-03-06,Seafood,41381.0
2019-03-07,Beverages,85505.0
2019-03-07,Condiments,48330.0
2019-03-07,Confections,56615.5
2019-03-07,Dairy Products,52605.0
2019-03-07,Grains/Cereals,20746.0
2019-03-07,Meat/Poultry,63902.0
2019-03-07,Produce,25003.0
2019-03-07,Seafood,41514.0
2019-03-08,Beverages,81783.0
2019-03-08,Condiments,49119.0
2019-03-08,Confections,57473.0
2019-03-08,Dairy Products,53386.0
2019-03-08,Grains/Cereals,29896.0
2019-03-08,Meat/Poultry,46645.0
2019-03-08,Produce,28534.0
2019-03-08,Seafood,42354.0
2019-03-09,Beverages,143272.0
2019-03-09,Condiments,83278.0
2019-03-09,Confections,110345.0
2019-03-09,Dairy Products,83042.0
2019-03-09,Grains/Cereals,42340.0
2019-03-09,Meat/Poultry,96831.0
2019-03-09,Produce,64205.0
2019-03-09,Seafood,86421.0
2019-03-10,Beverages,74871.0
2019-03-10,Condiments,36422.0
2019-03-10,Confections,31353.0
2019-03-10,Dairy Products,34502.0
2019-03-10,Grains/Cereals,18108.0
2019-03-10,Meat/Poultry,42500.0
2019-03-10,Produce,19054.0
2019-03-10,Seafood,32708.0
2019-03-11,Beverages,30378.0
2019-03-11,Condiments,31064.0
2019-03-11,Confections,24729.0
2019-03-11,Dairy Products,24463.0
2019-03-11,Grains/Cereals,7443.0
2019-03-11,Meat/Poultry,19988.0
2019-03-11,Produce,16338.0
2019-03-11,Seafood,16181.25
2019-03-12,Beverages,71402.0
2019-03-12,Condiments,39893.0
2019-03-12,Confections,61702.0
2019-03-12,Dairy Products,56308.0
2019-03-12,Grains/Cereals,22635.0
2019-03-12,Meat/Poultry,68052.0
2019-03-12,Produce,28255.0
2019-03-12,Seafood,42035.0
2019-03-13,Beverages,34800.0
2019-03-13,Condiments,38077.0
2019-03-13,Confections,43897.0
2019-03-13,Dairy Products,35438.0
2019-03-13,Grains/Cereals,20762.0
2019-03-13,Meat/Poultry,45705.6
2019-03-13,Produce,23116.0
2019-03-13,Seafood,33083.0
2019-03-14,Beverages,67725.1
2019-03-14,Condiments,55948.0
2019-03-14,Confections,58475.0
2019-03-14,Dairy Products,57984.0
2019-03-14,Grains/Cereals,27311.0
2019-03-14,Meat/Poultry,69596.0
2019-03-14,Produce,30913.0
2019-03-14,Seafood,46741.0
2019-03-15,Beverages,40434.0
2019-03-15,Condiments,29998.0
2019-03-15,Confections,43322.25
2019-03-15,Dairy Products,28368.8
2019-03-15,Grains/Cereals,11662.0
2019-03-15,Meat/Poultry,35907.0
2019-03-15,Produce,19282.0
2019-03-15,Seafood,30068.3
2019-03-16,Beverages,61329.0
2019-03-16,Condiments,32884.0
2019-03-16,Confections,49717.0
2019-03-16,Dairy Products,42930.0
2019-03-16,Grains/Cereals,14422.0
2019-03-16,Meat/Poultry,27567.0
2019-03-16,Produce,16678.0
2019-03-16,Seafood,33326.0
2019-03-17,Beverages,50656.0
2019-03-17,Condiments,21460.0
2019-03-17,Confections,16041.0
2019-03-17,Dairy Products,27439.0
2019-03-17,Grains/Cereals,11596.0
2019-03-17,Meat/Poultry,37418.0
2019-03-17,Produce,9079.0
2019-03-17,Seafood,19984.0
2019-03-18,Beverages,54678.0
2019-03-18,Condiments,29064.5
2019-03-18,Confections,24512.0
2019-03-18,Dairy Products,26074.0
2019-03-18,Grains/Cereals,15210.0
2019-03-18,Meat/Poultry,40361.0
2019-03-18,Produce,14380.0
2019-03-18,Seafood,22972.0
2019-03-19,Beverages,40750.0
2019-03-19,Condiments,36117.0
2019-03-19,Confections,48899.0
2019-03-19,Dairy Products,30589.0
2019-03-19,Grains/Cereals,19778.0
2019-03-19,Meat/Poultry,60810.0
2019-03-19,Produce,19778.0
2019-03-19,Seafood,31147.0
2019-03-20,Beverages,61617.0
2019-03-20,Condiments,29724.0
2019-03-20,Confections,29401.0
2019-03-20,Dairy Products,34487.0
2019-03-20,Grains/Cereals,19071.0
2019-03-20,Meat/Poultry,18568.0
2019-03-20,Produce,17132.0
2019-03-20,Seafood,25865.0
2019-03-21,Beverages,65083.75
2019-03-21,Condiments,33241.0
2019-03-21,Confections,33382.0
2019-03-21,Dairy Products,29841.0
2019-03-21,Grains/Cereals,18904.0
2019-03-21,Meat/Poultry,44988.0
2019-03-21,Produce,16894.0
2019-03-21,Seafood,27545.0
2019-03-22,Beverages,36787.0
2019-03-22,Condiments,28830.0
2019-03-22,Confections,35891.0
2019-03-22,Dairy Products,29146.0
2019-03-22,Grains/Cereals,13633.0
2019-03-22,Meat/Poultry,33372.0
2019-03-22,Produce,21211.0
2019-03-22,Seafood,25880.0
2019-03-23,Beverages,51293.0
2019-03-23,Condiments,32548.0
2019-03-23,Confections,45056.0
2019-03-23,Dairy Products,34263.0
2019-03-23,Grains/Cereals,16754.0
2019-03-23,Meat/Poultry,42714.0
2019-03-23,Produce,17573.0
2019-03-23,Seafood,31123.0
2019-03-24,Beverages,36786.0
2019-03-24,Condiments,23752.0
2019-03-24,Confections,23711.0
2019-03-24,Dairy Products,19445.0
2019-03-24,Grains/Cereals,9158.0
2019-03-24,Meat/Poultry,27655.0
2019-03-24,Produce,16079.0
2019-03-24,Seafood,17560.0
2019-03-25,Beverages,102091.5
2019-03-25,Condiments,57641.0
2019-03-25,Confections,71369.0
2019-03-25,Dairy Products,62345.0
2019-03-25,Grains/Cereals,31648.0
2019-03-25,Meat/Poultry,70105.0
2019-03-25,Produce,23243.5
2019-03-25,Seafood,52391.6
2019-03-26,Beverages,89682.0
2019-03-26,Condiments,48513.0
2019-03-26,Confections,43181.0
2019-03-26,Dairy Products,47019.0
2019-03-26,Grains/Cereals,24142.0
2019-03-26,Meat/Poultry,60758.0
2019-03-26,Produce,24096.0
2019-03-26,Seafood,44277.0
2019-03-27,Beverages,70301.5
2019-03-27,Condiments,66879.25
2019-03-27,Confections,55021.0
2019-03-27,Dairy Products,51895.0
2019-03-27,Grains/Cereals,23377.0
2019-03-27,Meat/Poultry,59326.0
2019-03-27,Produce,31833.0
2019-03-27,Seafood,53110.5
2019-03-28,Beverages,65904.75
2019-03-28,Condiments,36540.0
2019-03-28,Confections,47651.0
2019-03-28,Dairy Products,38546.0
2019-03-28,Grains/Cereals,15837.0
2019-03-28,Meat/Poultry,44081.0
2019-03-28,Produce,23745.0
2019-03-28,Seafood,37052.0
2019-03-29,Beverages,90072.0
2019-03-29,Condiments,41812.0
2019-03-29,Confections,53201.0
2019-03-29,Dairy Products,39554.0
2019-03-29,Grains/Cereals,23127.0
2019-03-29,Meat/Poultry,51018.75
2019-03-29,Produce,20095.0
2019-03-29,Seafood,40654.0
2019-03-30,Beverages,34553.0
2019-03-30,Condiments,27412.0
2019-03-30,Confections,35306.0
2019-03-30,Dairy Products,34350.0
2019-03-30,Grains/Cereals,16018.0
2019-03-30,Meat/Poultry,33295.0
2019-03-30,Produce,18925.0
2019-03-30,Seafood,26212.0
2019-03-31,Beverages,99239.0
2019-03-31,Condiments,78982.0
2019-03-31,Confections,99999.0
2019-03-31,Dairy Products,71201.0
2019-03-31,Grains/Cereals,35175.0
2019-03-31,Meat/Poultry,91004.0
2019-03-31,Produce,42229.0
2019-03-31,Seafood,68400.0
2019-04-01,Beverages,143833.0
2019-04-01,Condiments,75280.0
2019-04-01,Confections,96339.0
2019-04-01,Dairy Products,61005.0
2019-04-01,Grains/Cereals,39279.0
2019-04-01,Meat/Poultry,73977.0
2019-04-01,Produce,34218.0
2019-04-01,Seafood,65735.0
2019-04-02,Beverages,90325.0
2019-04-02,Condiments,60905.6
2019-04-02,Confections,60960.0
2019-04-02,Dairy Products,62020.0
2019-04-02,Grains/Cereals,23207.0
2019-04-02,Meat/Poultry,46293.8
2019-04-02,Produce,23977.0
2019-04-02,Seafood,44993.0
2019-04-03,Beverages,34824.0
2019-04-03,Condiments,23254.0
2019-04-03,Confections,38729.0
2019-04-03,Dairy Products,27919.0
2019-04-03,Grains/Cereals,13844.0
2019-04-03,Meat/Poultry,32442.0
2019-04-03,Produce,9568.0
2019-04-03,Seafood,20906.0
2019-04-04,Beverages,49150.0
2019-04-04,Condiments,37705.8
2019-04-04,Confections,50664.0
2019-04-04,Dairy Products,49684.0
2019-04-04,Grains/Cereals,14343.0
2019-04-04,Meat/Poultry,60811.0
2019-04-04,Produce,19782.1
2019-04-04,Seafood,31176.0
2019-04-05,Beverages,88281.0
2019-04-05,Condiments,33855.5
2019-04-05,Confections,27149.0
2019-04-05,Dairy Products,54508.5
2019-04-05,Grains/Cereals,18704.0
2019-04-05,Meat/Poultry,24645.0
2019-04-05,Produce,38433.0
2019-04-05,Seafood,39891.4
2019-04-06,Beverages,55259.0
2019-04-06,Condiments,38765.0
2019-04-06,Confections,51841.0
2019-04-06,Dairy Products,32175.0
2019-04-06,Grains/Cereals,26591.0
2019-04-06,Meat/Poultry,53702.0
2019-04-06,Produce,23714.0
2019-04-06,Seafood,38758.0
2019-04-07,Beverages,70101.0
2019-04-07,Condiments,40398.0
2019-04-07,Confections,44786.0
2019-04-07,Dairy Products,36448.0
2019-04-07,Grains/Cereals,20591.0
2019-04-07,Meat/Poultry,40469.0
2019-04-07,Produce,23684.0
2019-04-07,Seafood,27864.0
2019-04-08,Beverages,39999.0
2019-04-08,Condiments,22151.0
2019-04-08,Confections,34046.0
2019-04-08,Dairy Products,24542.0
2019-04-08,Grains/Cereals,9148.0
2019-04-08,Meat/Poultry,31637.0
2019-04-08,Produce,10661.0
2019-04-08,Seafood,24141.0
2019-04-09,Beverages,42587.2
2019-04-09,Condiments,28147.0
2019-04-09,Confections,33567.0
2019-04-09,Dairy Products,31738.0
2019-04-09,Grains/Cereals,15841.0
2019-04-09,Meat/Poultry,44534.0
2019-04-09,Produce,16691.0
2019-04-09,Seafood,24963.6
2019-04-10,Beverages,72475.0
2019-04-10,Condiments,47982.75
2019-04-10,Confections,63119.0
2019-04-10,Dairy Products,60029.0
2019-04-10,Grains/Cereals,29773.6
2019-04-10,Meat/Poultry,67360.0
2019-04-10,Produce,41272.0
2019-04-10,Seafood,51148.4
2019-04-11,Beverages,89696.0
2019-04-11,Condiments,42932.0
2019-04-11,Confections,43867.0
2019-04-11,Dairy Products,33160.0
2019-04-11,Grains/Cereals,25424.0
2019-04-11,Meat/Poultry,45444.0
2019-04-11,Produce,25524.0
2019-04-11,Seafood,33401.0
2019-04-12,Beverages,92822.0
2019-04-12,Condiments,42235.0
2019-04-12,Confections,57159.0
2019-04-12,Dairy Products,54521.4
2019-04-12,Grains/Cereals,26532.0
2019-04-12,Meat/Poultry,54186.0
2019-04-12,Produce,27041.0
2019-04-12,Seafood,50432.0
2019-04-13,Beverages,37100.0
2019-04-13,Condiments,30155.0
2019-04-13,Confections,30433.0
2019-04-13,Dairy Products,20709.0
2019-04-13,Grains/Cereals,12739.0
2019-04-13,Meat/Poultry,32659.0
2019-04-13,Produce,16877.0
2019-04-13,Seafood,25694.0
2019-04-14,Beverages,65793.0
2019-04-14,Condiments,44020.0
2019-04-14,Confections,50266.0
2019-04-14,Dairy Products,44525.0
2019-04-14,Grains/Cereals,24191.0
2019-04-14,Meat/Poultry,60962.0
2019-04-14,Produce,23688.0
2019-04-14,Seafood,38000.0
2019-04-15,Beverages,54409.0
2019-04-15,Condiments,44582.0
2019-04-15,Confections,52728.0
2019-04-15,Dairy Products,39167.6
2019-04-15,Grains/Cereals,20229.5
2019-04-15,Meat/Poultry,44490.4
2019-04-15,Produce,23907.0
2019-04-15,Seafood,37169.0
2019-04-16,Beverages,59450.0
2019-04-16,Condiments,35996.0
2019-04-16,Confections,43553.0
2019-04-16,Dairy Products,33888.0
2019-04-16,Grains/Cereals,14813.0
2019-04-16,Meat/Poultry,27666.0
2019-04-16,Produce,18928.0
2019-04-16,Seafood,27207.0
2019-04-17,Beverages,65926.0
2019-04-17,Condiments,37800.0
2019-04-17,Confections,47528.0
2019-04-17,Dairy Products,35569.0
2019-04-17,Grains/Cereals,23789.0
2019-04-17,Meat/Poultry,50268.0
2019-04-17,Produce,12384.0
2019-04-17,Seafood,26356.0
2019-04-18,Beverages,53769.0
2019-04-18,Condiments,31298.0
2019-04-18,Confections,44927.0
2019-04-18,Dairy Products,39501.0
2019-04-18,Grains/Cereals,17136.0
2019-04-18,Meat/Poultry,43531.0
2019-04-18,Produce,14451.0
2019-04-18,Seafood,34501.0
2019-04-19,Beverages,48062.0
2019-04-19,Condiments,27714.0
2019-04-19,Confections,41219.0
2019-04-19,Dairy Products,29045.0
2019-04-19,Grains/Cereals,17547.0
2019-04-19,Meat/Poultry,32148.0
2019-04-19,Produce,22461.0
2019-04-19,Seafood,33764.0
2019-04-20,Beverages,28323.0
2019-04-20,Condiments,27821.0
2019-04-20,Confections,43049.0
2019-04-20,Dairy Products,32982.0
2019-04-20,Grains/Cereals,10161.0
2019-04-20,Meat/Poultry,30022.0
2019-04-20,Produce,22279.0
2019-04-20,Seafood,29333.0
2019-04-21,Beverages,79117.0
2019-04-21,Condiments,39396.0
2019-04-21,Confections,46776.0
2019-04-21,Dairy Products,44186.0
2019-04-21,Grains/Cereals,21697.0
2019-04-21,Meat/Poultry,44483.0
2019-04-21,Produce,21556.0
2019-04-21,Seafood,37178.0
2019-04-22,Beverages,95009.0
2019-04-22,Condiments,53638.0
2019-04-22,Confections,56902.5
2019-04-22,Dairy Products,63816.4
2019-04-22,Grains/Cereals,28066.0
2019-04-22,Meat/Poultry,54192.0
2019-04-22,Produce,38150.0
2019-04-22,Seafood,45983.0
2019-04-23,Beverages,96992.0
2019-04-23,Condiments,55531.0
2019-04-23,Confections,59421.0
2019-04-23,Dairy Products,58427.0
2019-04-23,Grains/Cereals,25839.0
2019-04-23,Meat/Poultry,66174.0
2019-04-23,Produce,35693.0
2019-04-23,Seafood,46488.0
2019-04-24,Beverages,57221.0
2019-04-24,Condiments,43429.0
2019-04-24,Confections,54101.5
2019-04-24,Dairy Products,53039.0
2019-04-24,Grains/Cereals,20503.0
2019-04-24,Meat/Poultry,64388.0
2019-04-24,Produce,30600.0
2019-04-24,Seafood,40589.0
2019-04-25,Beverages,64329.0
2019-04-25,Condiments,26755.0
2019-04-25,Confections,39841.0
2019-04-25,Dairy Products,28479.0
2019-04-25,Grains/Cereals,16924.0
2019-04-25,Meat/Poultry,28205.0
2019-04-25,Produce,12515.0
2019-04-25,Seafood,29446.0
2019-04-26,Beverages,51299.0
2019-04-26,Condiments,34770.0
2019-04-26,Confections,34680.0
2019-04-26,Dairy Products,40456.0
2019-04-26,Grains/Cereals,17857.0
2019-04-26,Meat/Poultry,24343.0
2019-04-26,Produce,15958.0
2019-04-26,Seafood,30494.0
2019-04-27,Beverages,49231.0
2019-04-27,Condiments,48240.0
2019-04-27,Confections,56312.0
2019-04-27,Dairy Products,36313.0
2019-04-27,Grains/Cereals,22106.0
2019-04-27,Meat/Poultry,55589.0
2019-04-27,Produce,23624.0
2019-04-27,Seafood,34118.0
2019-04-28,Beverages,51091.0
2019-04-28,Condiments,28481.0
2019-04-28,Confections,43781.0
2019-04-28,Dairy Products,37495.0
2019-04-28,Grains/Cereals,17573.0
2019-04-28,Meat/Poultry,46149.0
2019-04-28,Produce,17907.0
2019-04-28,Seafood,26873.0
2019-04-29,Beverages,41693.0
2019-04-29,Condiments,24740.0
2019-04-29,Confections,33467.0
2019-04-29,Dairy Products,37111.0
2019-04-29,Grains/Cereals,13164.0
2019-04-29,Meat/Poultry,33029.0
2019-04-29,Produce,13678.0
2019-04-29,Seafood,27722.0
2019-04-30,Beverages,44851.0
2019-04-30,Condiments,29795.0
2019-04-30,Confections,40620.0
2019-04-30,Dairy Products,31070.0
2019-04-30,Grains/Cereals,14610.0
2019-04-30,Meat/Poultry,44808.5
2019-04-30,Produce,18009.0
2019-04-30,Seafood,25538.5
2019-05-01,Beverages,48586.5
2019-05-01,Condiments,40037.0
2019-05-01,Confections,59395.0
2019-05-01,Dairy Products,36151.0
2019-05-01,Grains/Cereals,19563.0
2019-05-01,Meat/Poultry,56054.0
2019-05-01,Produce,22586.0
2019-05-01,Seafood,35138.2
2019-05-02,Beverages,49633.0
2019-05-02,Condiments,30078.5
2019-05-02,Confections,33471.0
2019-05-02,Dairy Products,27127.0
2019-05-02,Grains/Cereals,13526.0
2019-05-02,Meat/Poultry,23868.0
2019-05-02,Produce,11584.0
2019-05-02,Seafood,30187.0
2019-05-03,Beverages,73334.0
2019-05-03,Condiments,50833.0
2019-05-03,Confections,60011.0
2019-05-03,Dairy Products,52586.0
2019-05-03,Grains/Cereals,27128.0
2019-05-03,Meat/Poultry,38070.0
2019-05-03,Produce,18847.0
2019-05-03,Seafood,37219.0
2019-05-04,Beverages,21937.0
2019-05-04,Condiments,16408.0
2019-05-04,Confections,22439.0
2019-05-04,Dairy Products,16248.0
2019-05-04,Grains/Cereals,5342.0
2019-05-04,Meat/Poultry,20874.0
2019-05-04,Produce,7487.0
2019-05-04,Seafood,18437.0
2019-05-05,Beverages,46035.0
2019-05-05,Condiments,26528.0
2019-05-05,Confections,34833.0
2019-05-05,Dairy Products,17226.0
2019-05-05,Grains/Cereals,16407.0
2019-05-05,Meat/Poultry,29054.0
2019-05-05,Produce,15075.0
2019-05-05,Seafood,19862.0
2019-05-06,Beverages,109234.0
2019-05-06,Condiments,64996.0
2019-05-06,Confections,77184.0
2019-05-06,Dairy Products,63721.0
2019-05-06,Grains/Cereals,29618.0
2019-05-06,Meat/Poultry,96891.0
2019-05-06,Produce,35923.0
2019-05-06,Seafood,60335.25
2019-05-07,Beverages,69577.0
2019-05-07,Condiments,39966.0
2019-05-07,Confections,39532.0
2019-05-07,Dairy Products,45373.0
2019-05-07,Grains/Cereals,15394.0
2019-05-07,Meat/Poultry,41968.0
2019-05-07,Produce,15691.0
2019-05-07,Seafood,29863.0
2019-05-08,Beverages,49340.0
2019-05-08,Condiments,43269.0
2019-05-08,Confections,59031.25
2019-05-08,Dairy Products,41843.0
2019-05-08,Grains/Cereals,18233.0
2019-05-08,Meat/Poultry,48464.0
2019-05-08,Produce,27827.0
2019-05-08,Seafood,43232.5
2019-05-09,Beverages,100186.0
2019-05-09,Condiments,42285.75
2019-05-09,Confections,51308.0
2019-05-09,Dairy Products,42441.0
2019-05-09,Grains/Cereals,19067.0
2019-05-09,Meat/Poultry,48364.0
2019-05-09,Produce,22877.0
2019-05-09,Seafood,36211.0
2019-05-10,Beverages,75500.4
2019-05-10,Condiments,34981.0
2019-05-10,Confections,44399.0
2019-05-10,Dairy Products,41456.0
2019-05-10,Grains/Cereals,16448.0
2019-05-10,Meat/Poultry,52151.0
2019-05-10,Produce,20807.0
2019-05-10,Seafood,34135.0
2019-05-11,Beverages,65826.0
2019-05-11,Condiments,52340.0
2019-05-11,Confections,68856.0
2019-05-11,Dairy Products,50455.0
2019-05-11,Grains/Cereals,24104.0
2019-05-11,Meat/Poultry,69845.0
2019-05-11,Produce,33304.0
2019-05-11,Seafood,53567.0
2019-05-12,Beverages,48213.0
2019-05-12,Condiments,36565.0
2019-05-12,Confections,37167.0
2019-05-12,Dairy Products,24137.0
2019-05-12,Grains/Cereals,11999.0
2019-05-12,Meat/Poultry,23158.0
2019-05-12,Produce,14108.0
2019-05-12,Seafood,27410.0
2019-05-13,Beverages,55593.5
2019-05-13,Condiments,32646.0
2019-05-13,Confections,31722.0
2019-05-13,Dairy Products,42309.5
2019-05-13,Grains/Cereals,15532.0
2019-05-13,Meat/Poultry,15376.0
2019-05-13,Produce,15854.0
2019-05-13,Seafood,25392.0
2019-05-14,Beverages,97034.0
2019-05-14,Condiments,48365.0
2019-05-14,Confections,48361.0
2019-05-14,Dairy Products,56409.0
2019-05-14,Grains/Cereals,26431.0
2019-05-14,Meat/Poultry,53624.0
2019-05-14,Produce,27797.0
2019-05-14,Seafood,44595.0
2019-05-15,Beverages,41235.0
2019-05-15,Condiments,22351.0
2019-05-15,Confections,29309.0
2019-05-15,Dairy Products,25622.0
2019-05-15,Grains/Cereals,12876.0
2019-05-15,Meat/Poultry,31789.0
2019-05-15,Produce,9699.0
2019-05-15,Seafood,18853.0
2019-05-16,Beverages,89718.0
2019-05-16,Condiments,52594.0
2019-05-16,Confections,56373.0
2019-05-16,Dairy Products,69506.0
2019-05-16,Grains/Cereals,29971.0
2019-05-16,Meat/Poultry,58334.0
2019-05-16,Produce,34161.0
2019-05-16,Seafood,52351.0
2019-05-17,Beverages,65776.0
2019-05-17,Condiments,39672.0
2019-05-17,Confections,44558.0
2019-05-17,Dairy Products,32198.0
2019-05-17,Grains/Cereals,17972.0
2019-05-17,Meat/Poultry,38553.0
2019-05-17,Produce,22231.0
2019-05-17,Seafood,32184.0
2019-05-18,Beverages,40246.0
2019-05-18,Condiments,29264.0
2019-05-18,Confections,32432.0
2019-05-18,Dairy Products,31730.0
2019-05-18,Grains/Cereals,14712.0
2019-05-18,Meat/Poultry,28733.0
2019-05-18,Produce,22255.0
2019-05-18,Seafood,29492.0
2019-05-19,Beverages,56846.0
2019-05-19,Condiments,34770.0
2019-05-19,Confections,39689.0
2019-05-19,Dairy Products,33176.0
2019-05-19,Grains/Cereals,24399.0
2019-05-19,Meat/Poultry,46252.0
2019-05-19,Produce,23408.0
2019-05-19,Seafood,30102.0
2019-05-20,Beverages,63617.0
2019-05-20,Condiments,39600.0
2019-05-20,Confections,41942.0
2019-05-20,Dairy Products,40166.0
2019-05-20,Grains/Cereals,22424.0
2019-05-20,Meat/Poultry,43219.0
2019-05-20,Produce,23524.0
2019-05-20,Seafood,31282.0
2019-05-21,Beverages,72436.0
2019-05-21,Condiments,52331.0
2019-05-21,Confections,70091.0
2019-05-21,Dairy Products,59088.0
2019-05-21,Grains/Cereals,28395.0
2019-05-21,Meat/Poultry,82634.05
2019-05-21,Produce,32210.0
2019-05-21,Seafood,47360.0
2019-05-22,Beverages,57832.5
2019-05-22,Condiments,38910.0
2019-05-22,Confections,47891.0
2019-05-22,Dairy Products,45198.0
2019-05-22,Grains/Cereals,18307.0
2019-05-22,Meat/Poultry,50330.75
2019-05-22,Produce,13911.0
2019-05-22,Seafood,43786.0
2019-05-23,Beverages,92893.0
2019-05-23,Condiments,45322.0
2019-05-23,Confections,38387.0
2019-05-23,Dairy Products,57257.0
2019-05-23,Grains/Cereals,26917.0
2019-05-23,Meat/Poultry,65507.0
2019-05-23,Produce,30818.0
2019-05-23,Seafood,45678.0
2019-05-24,Beverages,91541.0
2019-05-24,Condiments,51205.0
2019-05-24,Confections,62947.0
2019-05-24,Dairy Products,61530.0
2019-05-24,Grains/Cereals,26762.0
2019-05-24,Meat/Poultry,59756.0
2019-05-24,Produce,23762.0
2019-05-24,Seafood,35033.0
2019-05-25,Beverages,44425.0
2019-05-25,Condiments,28739.0
2019-05-25,Confections,34655.0
2019-05-25,Dairy Products,29464.0
2019-05-25,Grains/Cereals,20362.0
2019-05-25,Meat/Poultry,40460.0
2019-05-25,Produce,18612.0
