Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,StatusId
15613,FRANK,2,2018-06-26,2018-07-09,2018-06-27,3,161,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,0
15614,RICAR,2,2020-09-02,2020-09-24,2020-09-14,3,441,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,3
15615,WANDK,5,2019-03-22,2019-04-07,2019-03-28,3,272,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,1
15616,DRACD,8,2019-03-14,2019-03-22,2019-04-07,2,355,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,1
15617,WHITC,7,2019-05-26,2019-05-27,2019-06-04,2,385,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,0
15618,RATTC,6,2018-03-17,2018-03-25,2018-03-18,2,465,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,3
15619,QUEDE,8,2019-08-27,2019-09-09,2019-08-27,3,182,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,0
15620,SPECD,4,2019-09-05,2019-09-20,2019-09-16,2,474,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,0
15621,RICAR,7,2018-04-18,2018-05-08,2018-04-21,1,343,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,3
15622,REGGC,6,2019-06-23,2019-07-18,2019-07-06,2,162,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,3
15623,FRANK,2,2021-03-29,2021-04-08,2021-04-25,3,155,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,1
15624,AROUT,5,2020-10-21,2020-11-19,2020-10-24,1,66,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,3
15625,TORTU,1,2021-04-24,2021-04-26,2021-05-03,2,397,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,1
15626,ANATR,2,2019-10-08,2019-10-29,2019-10-21,2,470,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,3
15627,SEVES,5,2020-11-17,2020-11-21,2020-11-20,3,147,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,3
15628,RANCH,9,2021-01-05,2021-02-21,2021-01-09,2,346,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,3
15629,OTTIK,4,2019-05-28,2019-06-22,2019-06-05,3,408,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,3
15630,QUEDE,3,2021-07-28,2021-08-09,2021-07-31,2,395,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,1
15631,OLDWO,6,2019-11-21,2019-12-06,2019-11-23,2,235,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,0
15632,FURIB,6,2018-06-27,2018-07-15,2018-07-01,1,372,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,0
15633,REGGC,4,2020-12-05,2020-12-16,2020-12-16,3,127,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,2
15634,ALFKI,2,2018-08-05,2018-09-17,2018-08-14,3,364,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,3
15635,QUICK,2,2018-02-18,2018-03-09,2018-02-28,1,483,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,2
15636,BOLID,4,2020-10-08,2020-10-24,2020-10-09,2,161,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,3
15637,GROSR,8,2020-04-23,2020-05-04,2020-05-01,1,423,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,2
15638,LEHMS,5,2021-06-27,2021-07-05,2021-06-28,3,110,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,1
15639,GOURL,3,2019-10-29,2019-11-12,2019-10-29,3,78,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,3
15640,DUMON,7,2020-08-03,2020-08-21,2020-08-14,2,186,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,3
15641,LAMAI,8,2020-05-07,2020-05-24,2020-05-19,3,266,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,3
15642,ALFKI,4,2020-04-22,2020-04-28,2020-04-28,1,413,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,2
15643,RICAR,8,2021-06-02,2021-06-16,2021-06-18,3,306,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,2
15644,QUICK,6,2019-01-12,2019-02-11,2019-01-25,2,341,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,3
15645,WELLI,8,2021-06-15,2021-07-22,2021-06-26,3,466,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,0
15646,MAGAA,9,2018-10-30,2018-11-28,2018-11-02,2,240,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,0
15647,ALFKI,1,2019-08-16,2019-10-01,2019-08-28,2,236,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,0
15648,SUPRD,4,2021-07-09,2021-07-22,2021-07-22,1,431,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,2
15649,TRADH,4,2021-06-28,2021-07-04,2021-06-30,3,207,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,0
15650,BSBEV,8,2020-11-10,2020-12-05,2020-11-18,1,19,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,3
15651,LINOD,1,2018-02-28,2018-03-05,2018-03-22,1,142,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,2
15652,FOLIG,6,2019-01-08,2019-01-28,2019-01-18,3,87,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,3
15653,HUNGO,9,2020-07-11,2020-08-07,2020-07-23,2,21,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,0
15654,OTTIK,4,2019-05-02,2019-05-04,2019-05-04,3,98,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,1
15655,TOMSP,6,2020-10-23,2020-11-28,2020-10-26,2,62,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,2
15656,ISLAT,7,2019-06-16,2019-07-09,2019-07-08,1,177,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,3
15657,SPLIR,2,2021-03-14,2021-04-15,2021-03-29,3,172,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,3
15658,COMMI,3,2019-06-15,2019-06-22,2019-06-16,3,402,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,3
15659,BOLID,4,2018-06-29,2018-07-27,2018-06-30,3,213,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,1
15660,BLONP,9,2020-05-19,2020-05-25,2020-05-21,2,104,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,2
15661,CACTU,3,2020-03-27,2020-04-02,2020-03-29,1,177,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,2
15662,RATTC,4,2020-08-19,2020-09-05,2020-08-22,2,47,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,3
15663,VINET,3,2020-02-05,2020-02-15,2020-02-05,1,161,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,0
15664,AROUT,5,2019-08-07,2019-08-21,2019-08-09,2,102,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
15665,VAFFE,4,2021-07-04,2021-07-08,2021-07-04,1,304,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,1
15666,RANCH,2,2021-08-09,2021-09-01,2021-08-09,2,45,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,0
15667,QUEDE,6,2021-03-09,2021-03-18,2021-03-10,2,457,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,2
15668,RATTC,3,2020-11-08,2020-12-13,2020-11-17,3,54,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,3
15669,HUNGC,7,2018-07-17,2018-08-16,2018-07-17,1,547,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,3
15670,QUEEN,6,2021-01-23,2021-02-16,2021-01-24,2,227,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
15671,SUPRD,6,2021-03-27,2021-05-07,2021-03-29,1,192,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,1
15672,SAVEA,2,2021-01-01,2021-01-02,2021-01-05,2,161,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,3
15673,EASTC,5,2020-03-20,2020-03-22,2020-03-21,1,358,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,3
15674,VAFFE,7,2021-02-24,2021-03-08,2021-03-01,2,182,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,0
15675,FISSA,1,2021-01-02,2021-01-03,2021-01-13,3,302,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,0
15676,FRANR,6,2018-10-18,2018-10-28,2018-10-22,1,99,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,3
15677,BLAUS,4,2019-07-14,2019-08-21,2019-08-01,2,224,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,0
15678,HILAA,4,2020-03-29,2020-03-31,2020-04-04,2,267,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,3
15679,FRANR,2,2018-05-23,2018-05-31,2018-05-29,3,346,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,2
15680,CHOPS,1,2021-03-05,2021-03-08,2021-03-13,2,76,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,2
15681,KOENE,5,2021-03-01,2021-04-01,2021-03-03,2,426,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1
15682,PERIC,7,2020-03-01,2020-03-19,2020-03-09,3,93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,1
15683,LONEP,3,2018-05-04,2018-05-10,2018-05-09,3,177,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,2
15684,ERNSH,5,2020-06-07,2020-07-12,2020-06-11,2,353,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,2
15685,RICSU,4,2019-04-29,2019-06-10,2019-05-16,2,94,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,2
15686,RICAR,9,2019-06-21,2019-07-04,2019-06-23,3,312,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,1
15687,HUNGC,1,2019-09-11,2019-09-19,2019-09-13,1,181,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,2
15688,OLDWO,5,2018-03-26,2018-03-31,2018-04-05,1,141,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,3
15689,OCEAN,7,2019-06-11,2019-07-12,2019-06-29,3,163,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,3
15690,WOLZA,6,2018-09-06,2018-09-17,2018-09-09,3,165,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,3
15691,SPLIR,1,2020-02-04,2020-02-09,2020-02-15,2,73,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,3
15692,BLAUS,8,2019-01-13,2019-01-30,2019-01-21,3,220,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,1
15693,PRINI,7,2020-04-16,2020-05-13,2020-04-30,3,188,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,3
15694,FRANR,3,2018-04-11,2018-05-22,2018-04-16,2,342,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,1
15695,LETSS,4,2019-03-02,2019-03-13,2019-03-20,2,44,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,3
15696,SIMOB,8,2021-03-30,2021-05-07,2021-04-02,1,35,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,2
15697,LACOR,2,2018-06-13,2018-06-17,2018-06-18,2,143,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,2
15698,BSBEV,3,2019-03-25,2019-03-29,2019-03-27,3,522,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,0
15699,HUNGO,9,2020-03-12,2020-03-17,2020-03-17,1,383,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,1
15700,AROUT,8,2020-10-21,2020-11-23,2020-10-21,2,243,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,0
15701,OCEAN,1,2020-07-17,2020-08-20,2020-07-27,1,371,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,3
15702,PICCO,6,2019-12-26,2020-02-06,2020-01-03,1,314,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,1
15703,GREAL,7,2020-05-24,2020-07-14,2020-05-25,1,236,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1
15704,LAZYK,8,2018-09-01,2018-09-17,2018-09-11,3,130,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
15705,QUICK,6,2020-10-12,2020-10-20,2020-10-16,1,420,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,3
15706,WELLI,4,2019-06-18,2019-07-01,2019-07-10,2,24,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,3
15707,PRINI,9,2019-07-03,2019-07-05,2019-07-25,1,364,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,1
15708,LILAS,2,2019-02-16,2019-03-24,2019-02-23,1,402,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,3
15709,FRANK,7,2019-09-10,2019-09-22,2019-09-23,1,263,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,2
15710,ANTON,6,2019-02-12,2019-03-17,2019-02-18,2,30,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,1
15711,LACOR,7,2018-10-21,2018-11-02,2018-11-14,3,152,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,1
15712,ANATR,8,2021-09-09,2021-10-11,2021-09-10,3,61,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,2
15713,FISSA,8,2019-10-02,2019-11-03,2019-10-05,3,500,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,2
15714,THECR,1,2020-02-01,2020-02-19,2020-02-05,1,298,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,2
15715,GROSR,4,2021-06-20,2021-07-03,2021-07-09,1,199,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,0
15716,WANDK,2,2019-02-27,2019-03-15,2019-02-28,3,51,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,1
15717,TRADH,7,2021-02-15,2021-02-26,2021-02-16,3,90,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,1
15718,DRACD,2,2019-10-16,2019-11-09,2019-10-22,2,458,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,0
15719,HANAR,2,2019-12-03,2020-01-24,2019-12-06,3,284,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,3
15720,VAFFE,8,2020-04-19,2020-05-19,2020-05-01,1,409,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,2
15721,THECR,5,2018-09-05,2018-10-25,2018-09-16,1,502,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,2
15722,PRINI,6,2020-11-30,2020-12-09,2020-12-15,1,504,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,3
15723,WOLZA,7,2018-03-20,2018-04-19,2018-04-01,1,128,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,3
15724,LONEP,5,2019-04-25,2019-06-10,2019-04-26,3,45,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,1
15725,QUEEN,6,2021-06-24,2021-07-31,2021-06-28,2,294,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,2
15726,RICSU,4,2021-07-27,2021-08-20,2021-08-01,2,91,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,2
15727,GALED,5,2018-10-31,2018-11-16,2018-11-17,3,467,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,3
15728,CACTU,6,2020-02-10,2020-02-20,2020-02-25,3,448,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,1
15729,BONAP,2,2021-06-27,2021-07-18,2021-06-29,2,460,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,2
15730,WHITC,4,2020-06-20,2020-06-23,2020-06-29,3,223,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,2
15731,RANCH,1,2020-05-15,2020-05-26,2020-05-26,1,17,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,2
15732,BOLID,9,2020-03-24,2020-04-04,2020-04-10,1,505,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,3
15733,FAMIA,9,2018-03-24,2018-05-08,2018-04-04,3,59,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,2
15734,SIMOB,5,2021-05-03,2021-06-01,2021-05-16,3,163,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,0
15735,BLONP,5,2020-11-24,2020-12-05,2020-11-26,2,82,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,0
15736,ANATR,5,2018-10-23,2018-11-29,2018-11-11,2,403,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,3
15737,RANCH,3,2019-09-05,2019-09-06,2019-09-05,2,254,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,3
15738,MAGAA,6,2018-12-06,2018-12-20,2018-12-16,3,440,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,2
15739,BLAUS,7,2020-09-26,2020-10-10,2020-10-02,2,109,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,1
15740,SIMOB,6,2021-07-20,2021-08-02,2021-07-21,1,493,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,2
15741,COMMI,6,2020-06-13,2020-07-12,2020-06-17,3,346,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,3
15742,FRANR,9,2020-01-29,2020-02-09,2020-02-08,2,280,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,0
15743,SAVEA,9,2019-01-25,2019-01-27,2019-02-21,1,523,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,1
15744,LACOR,2,2021-02-02,2021-02-03,2021-02-13,2,455,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,3
15745,WOLZA,6,2018-08-16,2018-09-23,2018-08-31,3,509,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,0
15746,WARTH,6,2019-12-28,2020-02-02,2020-01-01,3,306,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,1
15747,LILAS,5,2020-04-10,2020-04-16,2020-04-29,3,163,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,2
15748,WHITC,9,2020-03-05,2020-03-24,2020-03-09,2,45,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,3
15749,FISSA,7,2020-01-16,2020-01-23,2020-01-23,3,439,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
15750,OTTIK,7,2020-06-28,2020-07-12,2020-06-29,2,470,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,0
15751,DRACD,2,2021-03-10,2021-03-29,2021-03-14,1,307,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,2
15752,WANDK,3,2021-04-07,2021-04-27,2021-04-09,1,335,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,3
15753,LACOR,5,2020-05-27,2020-06-11,2020-06-09,2,286,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
15754,TORTU,2,2019-12-12,2020-02-04,2019-12-29,1,171,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,3
15755,LINOD,5,2020-04-05,2020-04-11,2020-04-11,2,376,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2
15756,TRAIH,3,2020-09-18,2020-11-17,2020-10-05,1,304,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,1
15757,PARIS,7,2019-06-23,2019-07-08,2019-06-26,2,42,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,1
15758,ANTON,5,2019-02-22,2019-02-25,2019-03-12,2,180,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,1
15759,LAUGB,2,2021-03-22,2021-03-25,2021-03-22,1,131,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,2
15760,SANTG,2,2019-05-06,2019-06-09,2019-05-18,2,478,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,0
15761,COMMI,5,2020-11-27,2020-12-14,2020-12-10,2,153,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France,0
15762,HUNGC,3,2019-01-11,2019-02-22,2019-01-17,3,342,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,1
15763,WANDK,9,2018-09-19,2018-09-22,2018-10-11,2,354,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,1
15764,FAMIA,4,2020-07-04,2020-07-21,2020-07-08,3,317,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,2
15765,TORTU,8,2018-12-21,2019-01-17,2019-01-18,2,109,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,3
15766,BOLID,4,2021-02-10,2021-03-20,2021-03-04,3,336,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,2
15767,SPECD,5,2021-06-28,2021-07-29,2021-07-15,1,82,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,2
15768,WOLZA,6,2018-10-27,2018-11-08,2018-10-28,2,179,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,3
15769,WHITC,4,2018-02-16,2018-03-02,2018-02-16,1,229,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,0
15770,VAFFE,6,2019-09-03,2019-09-09,2019-09-08,3,457,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,0
15771,EASTC,7,2018-11-10,2018-12-13,2018-11-16,2,403,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,0
15772,QUEEN,6,2019-12-04,2019-12-08,2019-12-14,1,455,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,3
15773,ISLAT,4,2019-12-03,2019-12-10,2019-12-17,2,309,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,3
15774,WELLI,9,2020-10-21,2020-11-27,2020-11-04,2,192,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,1
15775,LEHMS,5,2019-02-07,2019-02-24,2019-02-09,2,346,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,3
15776,TRADH,9,2019-11-28,2019-12-14,2019-12-10,2,560,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,3
15777,FOLKO,3,2018-12-07,2018-12-26,2018-12-26,3,521,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
15778,WHITC,3,2020-07-24,2020-07-27,2020-07-30,2,161,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,2
15779,LILAS,7,2018-12-31,2019-01-08,2019-01-01,3,210,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1
15780,WILMK,1,2020-12-28,2021-01-15,2021-01-15,3,81,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,3
15781,ANATR,9,2018-07-05,2018-07-17,2018-07-09,2,21,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,2
15782,HUNGC,5,2019-08-18,2019-09-10,2019-08-31,1,143,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,0
15783,ANATR,8,2021-06-19,2021-07-31,2021-06-29,3,483,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,2
15784,LACOR,8,2021-04-03,2021-05-16,2021-04-10,3,315,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,3
15785,OTTIK,9,2019-04-13,2019-04-24,2019-04-13,3,225,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,1
15786,LEHMS,5,2021-07-16,2021-08-02,2021-07-26,1,147,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,0
15787,PERIC,4,2021-05-08,2021-05-26,2021-06-01,2,385,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,0
